party_id,election_date,language,source,has_eu_code,is_primary_doc,may_contradict_core_dataset,manifesto_id,md5sum_text,url_original,md5sum_original,annotations,handbook,is_copy_of,title
12320,196509,norwegian,CEMP,FALSE,TRUE,FALSE,12320_196509,94b5f05156a743074317cdfa88ebc629,,,False,,,Arbeidsprogram 1966-69. Nye muligheter - nye mål
12420,196509,norwegian,CEMP,FALSE,TRUE,FALSE,12420_196509,b079172cd23640eb7ff6be905d5c9886,,,False,,,Samspill mellon medmennesker - en framtid med Venstre. Venstres arbeidsprogram for stortingsperioden 1965-69
12520,196509,norwegian,CEMP,FALSE,TRUE,FALSE,12520_196509,de59c237861b4aabba1652ecbe7c637d,,,False,,,Arbeidsprogram for Kristeleg Folkeparti i stortingsperioden 1965-1969
12620,196509,norwegian,CEMP,FALSE,TRUE,FALSE,12620_196509,0546eb7b25c3e3a970c52a04f9c89934,,,False,,,Høyres arbeidsprogram 1965-1969
12810,196509,norwegian,CEMP,FALSE,TRUE,FALSE,12810_196509,def457295038d9fd06eb4eccb67c99ab,,,False,,,Stortingvalgprogram Senterpartiets 1965-69
12221,196909,norwegian,CEMP,FALSE,TRUE,FALSE,12221_196909,6759d137b0b2108524b36468ef111a80,,,False,,,Folkestyre mot kapitalmakt.  SF - Arbeidsprogram 69-73
12320,196909,norwegian,CEMP,FALSE,TRUE,FALSE,12320_196909,7d194f1fb18388201a4a3e65fb18e9fd,,,False,,,Politikk for en ny tid: Vekst - Trygghet - Trivsel. Arbeitsprogram for Det norske Arbeiderparti 1970-1973
12420,196909,norwegian,CEMP,FALSE,TRUE,FALSE,12420_196909,2812eaad8f529a560e09be85fcbbe98c,,,False,,,Arbeidsprogram for stortingsperioden 1969-73
12520,196909,norwegian,CEMP,FALSE,TRUE,FALSE,12520_196909,7e24e73373c22f9ed95d345f514cf9c7,,,False,,,Mot rikere mål
12620,196909,norwegian,CEMP,FALSE,TRUE,FALSE,12620_196909,bd73d8b2ada068ddcec30463fdbf65ca,,,False,,,Høgre på parti med framtida
12810,196909,norwegian,CEMP,FALSE,TRUE,FALSE,12810_196909,7c9896a7c3a6717056109d4b8c398b7f,,,False,,,Senterpartiets valgprogram 1969-1973
12221,197309,norwegian,CEMP,FALSE,TRUE,FALSE,12221_197309,f67f71c5cc10d8da7c0f963a9ef90987,,,False,,,33 punkter Sosialistisk Valgforbund
12320,197309,norwegian,CEMP,FALSE,TRUE,FALSE,12320_197309,4b763a92e378b571e1b272a870a3ce17,,,False,,,"Trygghet for folket. Det norske Arbeiderpartis arbeidsprogram for perioden 1974 - 77
"
12410,197309,,,,,,,,,,,,,Ansvar for felles framtid
12420,197309,norwegian,CEMP,FALSE,TRUE,FALSE,12420_197309,6bb6e300bb64ba1b18d876bad98713be,,,False,,,Venstres arbeidsprogram 1973-1977
12520,197309,norwegian,CEMP,FALSE,TRUE,FALSE,12520_197309,0d3eab7ec5c3ce7d224b04ffd18360d1,,,False,,,Program for stortingsperioden 1973-1977
12620,197309,norwegian,CEMP,FALSE,TRUE,FALSE,12620_197309,bbf10e5bdbe3e0ab47c6b36805cb23d5,,,False,,,Høyres program stortingsvalget 1973
12810,197309,norwegian,CEMP,FALSE,TRUE,FALSE,12810_197309,8746fe9272d803ffe6b0a70d6ef8542e,,,False,,,Program Stortingvalget 73. Senterpartiets valgprogram
12951,197309,,,,,,,,,,,,,Vi er lei av å bli utbyttet av statskapitalismen
